,precipitation_AWAP,precipitation_SILO,et_morton_wet_SILO,qtot,streamflow_mmd
1980-09-01,8.56378942,10.20252641,0.90961405,1.0226519704331762,1.31667322
1980-09-02,4.56091229,5.14294747,1.50596491,1.097873340723724,0.91352892
1980-09-03,0.70624561,0.74378948,2.74701755,0.8332588593010094,0.79163111
1980-09-04,0.0,0.0,2.76849121,0.6151419790070339,0.65330994
1980-09-05,0.12231579,0.15936843,3.22217547,0.4580911183265279,0.60022179
1980-09-06,0.0,0.0,2.84414037,0.340810295578045,0.55384615
1980-09-07,0.44778948,0.24919299,2.60217558,0.2648121757320822,0.52460977
1980-09-08,0.84028071,0.44308773,2.00778951,0.2194664256430932,0.51225997
1980-09-09,5.42147365,6.55712284,1.10975441,0.3364251958183729,0.52991297
1980-09-10,12.54596493,15.83656169,1.70757899,0.6873415524232529,1.15994947
1980-09-11,0.34252632,0.45157895,1.79684218,0.5241417600549851,0.7983324
1980-09-12,2.31782456,2.43347371,2.40526317,0.4561814911231215,0.64142336
1980-09-13,1.08049123,0.64729826,1.96470175,0.3668621342025961,0.67818922
1980-09-14,0.0,0.0,2.80821056,0.2732199333691041,0.58339697
1980-09-15,15.76470161,17.45656158,1.63361407,0.9328792962600508,0.56597979
1980-09-16,5.81487718,5.51150887,2.42287723,1.13483955190415,1.58891915
1980-09-17,2.0056842,1.63200002,1.22561406,0.927234053047836,0.85987086
1980-09-18,26.40428058,28.45600062,1.88940349,3.644775007658161,1.80054464
1980-09-19,1.5753684,1.88350881,1.4357193,3.0063319247478115,1.82499158
1980-09-20,2.39305262,2.03733336,3.15150886,2.3100751665089927,1.32958731
1980-09-21,1.03698248,0.5534737,2.26091227,1.724727297230042,1.06788883
1980-09-22,0.29452632,0.61361405,2.80294736,1.2751761831584614,0.93110612
1980-09-23,0.0,0.0,2.88519301,0.9402091904988032,0.81667602
1980-09-24,0.0,0.0,3.62919308,0.6949518767700483,0.74196238
1980-09-25,0.0,0.0,3.51459654,0.5153133044070003,0.69143739
1980-09-26,0.0,0.0,3.65635095,0.3836803760291198,0.63483717
1980-09-27,0.0,0.0,3.55333342,0.2871805069309507,0.58395845
1980-09-28,0.0,0.0,4.05361402,0.2164037320335518,0.5572347
1980-09-29,0.0,0.0,4.35929838,0.1644689890505465,0.53346154
1980-09-30,0.0,0.0,4.82217561,0.1263422778115013,0.51388546
1980-10-01,0.0,0.0,4.86491241,0.0983391269759714,0.49039585
1980-10-02,0.0,0.0,2.61396504,0.0777614388387027,0.46144582
1980-10-03,8.23922809,8.11557918,3.92280704,0.3527745524214913,0.53871421
1980-10-04,0.0,0.0,4.46364916,0.2629444373558265,0.51692027
1980-10-05,0.0,0.0,4.25228093,0.1970508965381378,0.45140371
1980-10-06,0.0,0.0,1.87445615,0.1490383663458388,0.4325772
1980-10-07,12.45263158,13.86926329,2.53073692,0.570217519174339,0.64497193
1980-10-08,0.15754386,0.14098246,3.45438601,0.4248742043528339,0.58371982
1980-10-09,1.17494737,1.05122809,3.79550881,0.3476326517316384,0.46504492
1980-10-10,7.02e-05,0.0,4.42940357,0.258621293797083,0.43940764
1980-10-11,0.00217544,0.0,2.97403511,0.1938854966808659,0.42177428
1980-10-12,0.87880702,0.73417545,4.33438608,0.169535600553002,0.41137563
1980-10-13,14.19136853,12.45775452,2.21101757,0.6608177448064951,0.45211398
1980-10-14,4.57494734,3.85922812,4.39192993,0.6466596054900506,0.62778214
1980-10-15,0.0,0.0,4.71635101,0.4763967818429987,0.45121561
1980-10-16,0.0,0.0,4.46561407,0.352064403936499,0.40864402
1980-10-17,0.0,0.0,4.70849143,0.261657167917428,0.38765862
1980-10-18,0.0,0.0,4.24414059,0.1959524460572264,0.37039865
1980-10-19,10.53207013,10.85993014,3.19389478,0.5425141933461801,0.37717013
1980-10-20,7.61964906,5.74308782,3.15171939,0.6830858250757326,0.60984278
1980-10-21,11.31501747,10.64456157,5.57607018,0.9678499752907386,0.79777092
1980-10-22,0.0,0.0,5.85614048,0.7150457175040599,0.47754351
1980-10-23,0.0,0.0,2.8014737,0.5267301870855455,0.4104183
1980-10-24,38.80926351,37.57375532,4.90091241,2.2400647791051376,1.41553902
1980-10-25,0.0,0.0,5.44568426,1.7010665050061868,0.99839697
1980-10-26,0.0,0.0,5.38294745,1.2479819686283813,0.59486805
1980-10-27,0.0,0.0,4.34357903,0.917100608713589,0.52550533
1980-10-28,14.5855438,12.16336859,3.87733339,1.3686556718542795,0.62918024
1980-10-29,0.0,0.0,4.51214035,1.0184022379046764,0.57422796
1980-10-30,0.0,0.0,3.60070183,0.750493924723675,0.49291971
1980-10-31,2.27628072,2.28336848,4.24140367,0.626618112235137,0.47554183
1980-11-01,0.8428772,0.58245614,2.84568426,0.4873316723851857,0.46429534
1980-11-02,5.49178944,5.64175446,4.37445625,0.5623373453213709,0.47009264
1980-11-03,5.13403507,5.73543868,5.12645623,0.6195202195196616,0.48372263
1980-11-04,0.01866667,0.0,4.00842104,0.4585540250541109,0.47554183
1980-11-05,0.33101755,0.17817544,4.2837195,0.3477991450042188,0.42679113
1980-11-06,6.28364916,6.31129833,2.28961408,0.4906805418783829,0.41879562
1980-11-07,4.12589473,3.70842112,2.8018246,0.5205871469243251,0.49335486
1980-11-08,3.98554382,1.96568424,3.07284216,0.5346306614683861,0.4858731
1980-11-09,16.04280684,10.43108788,4.55782466,1.175192617049023,0.58249017
1980-11-10,0.0,0.0,5.96189477,0.8660198318976938,0.50968557
1980-11-11,0.0,0.0,6.46891231,0.6369306206801125,0.43242841
1980-11-12,0.0,0.0,6.22414045,0.4699390019352839,0.40402021
1980-11-13,0.0077193,0.0,6.37929835,0.3484861305504816,0.38217855
1980-11-14,0.0,0.0,3.30519301,0.2598397615571315,0.36023863
1980-11-15,0.1,0.12736842,5.36835099,0.197502681582127,0.36153846
1980-11-16,0.0,0.0,6.8404212,0.1497752593789448,0.34979787
1980-11-17,0.09585965,0.03887719,6.44884214,0.1168716254714666,0.32933745
1980-11-18,0.0,0.0,5.41796498,0.0909482800141502,0.3183352
1980-11-19,14.74035087,13.73887739,5.47284223,0.6537944070634737,0.35164234
1980-11-20,0.0,0.0,6.28070194,0.4822909306365253,0.41404548
1980-11-21,0.0,0.0,6.44750881,0.3563220454273919,0.2866648
1980-11-22,0.0,0.0,6.31600017,0.2646852451120873,0.24637114
1980-11-23,0.0,0.0,5.54989469,0.1980981530257488,0.23408956
1980-11-24,0.0,0.0,6.147158,0.1497130150971804,0.22878664
1980-11-25,0.0,0.0,6.27291247,0.1145442122713764,0.22199523
1980-11-26,0.0,0.0,6.17094748,0.088971485052211,0.21685008
1980-11-27,0.0,0.0,4.21333348,0.0703680890672922,0.21157664
1980-11-28,0.00315789,0.0,2.16210535,0.0568945887628439,0.2099009
1980-11-29,3.90161406,3.22350883,5.45943871,0.185929354100384,0.2116457
1980-11-30,0.0,0.0,6.39628079,0.1408559549945863,0.21678102
1980-12-01,0.0,0.0,6.04933339,0.1080016289726997,0.20885626
1980-12-02,10.60673692,11.74463175,2.33221054,0.4915411145449981,0.2027055
1980-12-03,63.58673649,54.8051234,5.03550888,3.3951110179902586,1.95529759
1980-12-04,0.81592983,1.0143158,5.29235091,2.5752598225665917,1.05320045
1980-12-05,0.0,0.0,5.91887724,1.8827702730761409,0.48214767
1980-12-06,0.0,0.0,6.63136855,1.3779180543513667,0.38392195
1980-12-07,0.0,0.0,6.5451229,1.0103722333450245,0.33332678
1980-12-08,0.0,0.0,7.04610536,0.7427298084786843,0.29743964
1980-12-09,0.0,0.0,7.36757905,0.5477448789196032,0.2771443
1980-12-10,0.0,0.0,7.74077207,0.4056170484312466,0.26136356
1980-12-11,0.0,0.0,7.5649825,0.3019594907507785,0.24739641
1980-12-12,0.0,0.0,6.41207026,0.2263158388588892,0.2343164
1980-12-13,0.02982456,0.04189474,3.13880704,0.1717109088448546,0.22551432
1980-12-14,22.37866669,21.35340378,4.76477199,1.010166099930911,0.33785233
1980-12-15,0.0,0.0,3.81536847,0.7431031095264439,0.3614009
1980-12-16,0.0,0.0,2.75761403,0.5462264640876379,0.26095929
1980-12-17,18.66708787,15.93171977,2.83985969,1.1255615712887022,0.43013195
1980-12-18,0.15242106,0.31221053,4.77796506,0.8328340609201644,0.4632594
1980-12-19,2.85698247,3.71073688,6.50456141,0.71903954148653,0.30470522
1980-12-20,0.0,0.0,4.89677202,0.5290598867644088,0.27095424
1980-12-21,0.0,0.0,7.33143873,0.3907478483241474,0.2483425
1980-12-22,0.0,0.0,7.08126332,0.2901431023356678,0.23252246
1980-12-23,0.0,0.0,6.62484222,0.2169572395220696,0.22018164
1980-12-24,0.0,0.0,7.72947381,0.1636976212624584,0.21299607
1980-12-25,0.0,0.0,8.03143868,0.1249208748414681,0.20720999
1980-12-26,0.0,0.0,6.78968429,0.096674398136858,0.19921617
1980-12-27,0.0,0.0,6.84392992,0.0760882842796051,0.19566788
1980-12-28,1.43136841,2.06687725,6.49221057,0.1041283664760351,0.19268108
1980-12-29,15.45614044,11.91235102,4.62091238,0.6692026328356847,0.21417883
1980-12-30,0.0,0.0,7.08975447,0.4937017227340914,0.24469568
1980-12-31,0.0,0.0,6.83852644,0.3646052179205079,0.19874312
1981-01-01,0.0,0.0,6.6052632,0.2706902783553884,0.18564346
1981-01-02,0.0,0.0,6.01270185,0.2024579274002702,0.1800744
1981-01-03,0.0,0.0,6.38596499,0.1528809323873906,0.17521477
1981-01-04,0.0,0.0,7.75361409,0.1168461064906866,0.17008928
1981-01-05,0.0,0.0,7.7039299,0.0906430567623302,0.16155334
1981-01-06,0.31354386,0.15712281,7.44280706,0.0799826494633061,0.15812325
1981-01-07,0.03578947,0.01929825,6.44828079,0.0645482470173921,0.15577709
1981-01-08,0.27045615,0.108,7.29164927,0.0585072912811085,0.16847277
1981-01-09,0.05291228,0.01985965,5.78736854,0.049306954336031,0.16150393
1981-01-10,0.8845614,0.6825965,4.83950889,0.0659505145884266,0.15495901
1981-01-11,1.3877193,0.67810528,6.45536845,0.094192619064405,0.15888209
1981-01-12,0.03466667,0.0,7.27663163,0.0749078872782366,0.15594469
1981-01-13,0.0,0.0,7.46175447,0.0600400559205045,0.14652162
1981-01-14,0.0,0.0,7.74154395,0.0492280734053467,0.14225379
1981-01-15,0.0,0.0,7.77557907,0.0413661221968849,0.13661567
1981-01-16,0.0,0.0,6.57761413,0.0356478594252672,0.13269259
1981-01-17,0.0,0.0,4.88800011,0.0314870871497573,0.12537872
1981-01-18,0.0,0.0,6.53999996,0.0284579052749342,0.12531976
1981-01-19,0.05396491,0.01635088,7.01235096,0.0273129821921815,0.12803032
1981-01-20,0.0,0.0,7.05038602,0.025422620402353,0.12647277
1981-01-21,0.0,0.0,4.45894741,0.024042420343984,0.12238237
1981-01-22,1.3877193,1.18449125,6.5496141,0.0631490392361809,0.12702499
1981-01-23,0.0,0.0,6.86512293,0.0513944436656774,0.12644329
1981-01-24,0.0,0.0,7.02329833,0.0428636219923158,0.11890286
1981-01-25,0.0,0.0,7.78273698,0.0366755497476931,0.11845929
1981-01-26,0.0,0.0,7.3545966,0.0321864148831863,0.11307748
1981-01-27,0.0,0.0,6.79045631,0.0289286532916783,0.10910528
1981-01-28,3.41901755,4.16589482,2.51277195,0.1367513813933415,0.10945003
1981-01-29,33.82519315,31.83656232,5.67312291,1.3325489919865805,0.31218417
1981-01-30,0.0,0.0,5.96547382,0.9805956644068892,0.19192223
1981-01-31,0.0,0.0,6.9555088,0.7191344626522231,0.14634419
1981-02-01,0.0,0.0,7.06084215,0.5287207300393276,0.13610303
1981-02-02,0.0,0.0,6.93691234,0.3902964378191762,0.12626586
1981-02-03,0.0,0.0,6.99740358,0.2896667586272395,0.11894217
1981-02-04,0.0,0.0,6.94694742,0.2164893487405007,0.11446715
1981-02-05,1.9242807,3.79515795,1.96778947,0.2201314888987189,0.11836075
1981-02-06,24.06470212,23.62505296,3.65915793,0.998096651226802,0.277637
1981-02-07,0.0,0.0,5.84722819,0.7360135112379498,0.20164093
1981-02-08,0.0,0.0,6.14147376,0.5416515909159861,0.15130236
1981-02-09,0.0,0.0,5.36175448,0.3999594432766524,0.13988798
1981-02-10,0.0,0.0,3.39894741,0.2968539868504752,0.13073105
1981-02-11,0.00224561,0.00442105,4.99319314,0.2218511184269281,0.1238411
1981-02-12,20.75024555,18.27508804,4.35340362,0.8673804100670022,0.12749803
1981-02-13,7.20343858,6.86442114,6.70673698,0.8805283195929062,0.35497473
1981-02-14,0.0,0.0,6.93340356,0.6479984999109385,0.18480545
1981-02-15,0.0,0.0,6.69929838,0.4775990674900895,0.14668922
1981-02-16,0.0,0.0,6.95656144,0.3534719625145325,0.13483156
1981-02-17,0.0,0.0,6.43824566,0.2631152823165487,0.12893711
1981-02-18,0.22512281,0.0162807,4.22933344,0.2020800478183298,0.12507327
1981-02-19,1.05494737,0.92217546,4.69866677,0.1814320046797635,0.12480713
1981-02-20,0.0,0.0,5.38891236,0.137826347777394,0.12376221
1981-02-21,0.0,0.0,3.41466671,0.1060396914846178,0.12090371
1981-02-22,23.21670176,17.6729126,2.91270179,0.8563901227074512,0.12893711
1981-02-23,7.61599997,9.13585991,5.27368426,0.8833666070538352,0.28218978
1981-02-24,0.0,0.0,5.57333341,0.6503425381416549,0.19473133
1981-02-25,0.0,0.0,5.72919308,0.4793311732225515,0.14948849
1981-02-26,0.0,0.0,5.7325615,0.3547174260016494,0.13911931
1981-02-27,0.0,0.0,5.55642117,0.2639948890031645,0.13345143
1981-02-28,0.0,0.0,5.58821062,0.1979431798047326,0.12843431
1981-03-01,0.0,0.0,5.896772,0.1498389681569356,0.12484643
1981-03-02,0.73726316,1.70463161,3.50245622,0.1331062966752769,0.12071645
1981-03-03,14.17312271,12.3188073,4.50463165,0.5587387035494618,0.21385373
1981-03-04,0.0,0.0,3.68807023,0.4143141746509743,0.18425351
1981-03-05,0.0,0.0,4.00028079,0.3074778992956598,0.15256401
1981-03-06,0.0,0.0,4.97143862,0.2295061006721513,0.14254941
1981-03-07,0.0,0.0,4.99101755,0.1727172519714228,0.13833071
1981-03-08,0.0,0.0,2.91747372,0.1313674311126733,0.13367827
1981-03-09,0.90259648,0.5151579,2.86182459,0.1245271453777124,0.13470326
1981-03-10,1.67901755,1.84063161,4.06147373,0.1434928314310652,0.14416592
1981-03-11,0.0,0.0,4.46217548,0.1100794846991823,0.14809882
1981-03-12,0.0,0.0,4.40329834,0.0857051895036533,0.13799551
1981-03-13,0.0,0.0,3.42470178,0.067944650665716,0.1334023
1981-03-14,0.0,0.0,2.75396496,0.0550048026522554,0.13134222
1981-03-15,0.00217544,0.0,4.14842116,0.0455954196030892,0.12744862
1981-03-16,0.0,0.0,3.96940352,0.0387155831945624,0.12816816
1981-03-17,0.0,0.0,3.08140357,0.033697710505106,0.12874003
1981-03-18,0.0,0.0,4.21557912,0.0300361713111623,0.12900618
1981-03-19,0.0,0.0,3.95670177,0.0273629495190951,0.12841465
1981-03-20,0.0,0.0,4.04119302,0.0254101883170206,0.12559573
1981-03-21,0.0,0.0,3.86021055,0.0239826711176494,0.11853818
1981-03-22,0.0,0.0,3.82259654,0.0229383217016736,0.11703004
1981-03-23,0.0,0.0,3.70133339,0.0221735233672385,0.12150505
1981-03-24,0.0,0.0,2.57361408,0.0216132900556763,0.1228849
1981-03-25,0.0,0.0,4.06056135,0.0212024932676981,0.12163307
1981-03-26,0.0,0.0,3.98849123,0.0209009775887036,0.11708928
1981-03-27,0.0,0.0,3.94112285,0.0206793685112468,0.11793683
1981-03-28,0.29438597,0.12568421,1.95845614,0.0267423794354249,0.12002639
1981-03-29,7.99642108,9.73080732,2.33705265,0.2729568773135293,0.14158338
1981-03-30,5.70456139,10.98491234,3.12989479,0.3810889722936311,0.14546687
1981-03-31,0.00533333,0.0,2.53887726,0.2834903031173448,0.16233212
1981-04-01,5.58189471,4.71452642,3.36905268,0.3834440951309121,0.14621617
1981-04-02,0.22666667,0.22884211,3.69522813,0.2900394002868738,0.16614655
1981-04-03,0.0,0.0,2.98870183,0.2166466446149244,0.13998652
1981-04-04,6.50442105,7.2018247,1.68357899,0.3637189192063643,0.13365862
1981-04-05,0.13403509,0.18049123,2.09368426,0.2736276547135707,0.15957215
1981-04-06,3.19410525,5.12792994,3.271579,0.3003890881391563,0.16413588
1981-04-07,0.0,0.0,3.64322816,0.2244606843461041,0.1551662
1981-04-08,0.0,0.0,3.44456144,0.1689794956447751,0.127153
1981-04-09,0.0,0.0,2.8828772,0.1285643145033973,0.12030264
1981-04-10,0.0,0.0,3.30638597,0.0991390387359222,0.11694133
1981-04-11,0.0,0.0,3.22470178,0.0777125795877524,0.10908535
1981-04-12,0.0,0.0,3.21354389,0.0621057257181985,0.105468
1981-04-13,0.0,0.0,1.58736844,0.0507334043620212,0.10537928
1981-04-14,0.0,0.0,2.00624566,0.0424432104086467,0.10840539
1981-04-15,0.0,0.0,2.62666677,0.0363969972330486,0.11004155
1981-04-16,0.0,0.0,2.90596494,0.0319848731776258,0.10792223
1981-04-17,0.0,0.0,2.84322809,0.0287633846454304,0.10618754
1981-04-18,0.0,0.0,2.80322806,0.0264099776267832,0.10577344
1981-04-19,0.0,0.0,2.28140348,0.0246895595019637,0.1083265
1981-04-20,0.0,0.0,2.64954396,0.0234310613737192,0.10918389
1981-04-21,0.0,0.0,2.61305274,0.022509934638833,0.10858282
1981-04-22,0.0,0.0,2.70007022,0.021835158712276,0.10809966
1981-04-23,0.0,0.0,2.7887719,0.0213404047307752,0.10746884
1981-04-24,0.0,7.02e-05,1.53256142,0.0209773128350033,0.10585233
1981-04-25,1.25635087,1.5135439,2.47452636,0.0553954215551076,0.11047529
1981-04-26,0.02378947,0.0,2.13010536,0.046236351164694,0.11374761
1981-04-27,0.0,0.0,1.20575444,0.0391302922839806,0.11072179
1981-04-28,0.0,0.0,2.17452638,0.0339483728218333,0.11310696
1981-04-29,0.0,0.0,2.26764911,0.0301696796572215,0.11221982
1981-04-30,0.0,0.0,2.33698247,0.0274133600372965,0.10893768
1981-05-01,0.0,0.0,2.34322809,0.0254021319973352,0.10486665
1981-05-02,0.0,0.0,2.16624569,0.0239340290686472,0.10591157
1981-05-03,0.0,0.0,2.1502457,0.0228617741017051,0.10879955
1981-05-04,0.0,0.0,2.24140352,0.0220781311095344,0.10946996
1981-05-05,0.0,0.0,2.16624569,0.0215049184370254,0.10824761
1981-05-06,0.11235088,0.00722807,1.23052637,0.0236893637699245,0.10845452
1981-05-07,5.12154389,4.93361416,1.16280706,0.1802730181608044,0.11591634
1981-05-08,0.0,0.0,1.44722806,0.1371106866158869,0.13185458
1981-05-09,3.84498243,4.90652637,0.7834386,0.2232959080578771,0.12209657
1981-05-10,12.8876492,10.87277217,0.80849124,0.579930122499857,0.21921561
1981-05-11,2.07894735,2.06287722,0.72000001,0.4922434118550636,0.1755598
1981-05-12,0.0,0.0,1.55066668,0.3644764288654443,0.15195284
1981-05-13,0.0,0.0,1.80119304,0.2709969555491052,0.1412187
1981-05-14,0.0,0.0,1.70028075,0.202880260087246,0.13700983
1981-05-15,0.0,0.0,1.31838601,0.1532809741947904,0.13594526
1981-05-16,0.0,0.0,0.70701753,0.1171638444289655,0.1332347
1981-05-17,1.55529825,0.9225965,1.10505266,0.1317874573131176,0.13202218
1981-05-18,7.06764925,5.83712281,1.43171929,0.3203332547004932,0.14530938
1981-05-19,0.0,0.0,1.56322809,0.239519744304579,0.1498731
1981-05-20,0.0,0.0,1.43494736,0.1800397585359024,0.13515665
1981-05-21,0.0,0.0,0.5,0.1366395502403761,0.13415132
1981-05-22,0.68785965,0.83642107,0.61178949,0.1201593257500646,0.13626081
1981-05-23,1.75431578,1.89515792,0.71073683,0.1390567033985682,0.14538827
1981-05-24,3.96140351,4.46603518,0.73052631,0.2232105400590366,0.15497894
1981-05-25,10.04477196,9.23143875,0.38877194,0.4852735917760708,0.16533829
1981-05-26,40.49066628,34.05045678,0.57810527,1.7739922490060602,0.50426446
1981-05-27,3.31775439,2.49656144,0.45824562,1.405739696075453,0.36752106
1981-05-28,8.52842108,9.19277218,0.90154387,1.3005660697232582,0.23286749
1981-05-29,2.49557893,2.98301763,1.34484213,1.0234729193522925,0.2791648
1981-05-30,6.98877189,5.02428075,0.87705264,0.9684814848231136,0.22534672
1981-05-31,1.07985965,0.34701755,0.54771931,0.7381219783666082,0.24384784
1981-06-01,14.21017541,15.09943883,0.87508775,1.03428316711606,0.23164514
1981-06-02,24.59031555,22.0188776,0.31992983,1.6734064603911287,0.41108928
1981-06-03,26.27242086,24.33178969,0.67494738,2.312859481901814,1.04472487
1981-06-04,7.58954403,10.03992994,0.85396492,2.034714837252465,0.50873105
1981-06-05,2.4651228,2.26421054,0.60000002,1.5984522440876567,0.43676586
1981-06-06,0.32336843,0.32785966,0.64252632,1.186152291109034,0.30363841
1981-06-07,0.00877193,0.00168421,1.13143863,0.8748647730776528,0.25132931
1981-06-08,0.0,0.0,0.60000002,0.6468669174322003,0.22314851
1981-06-09,0.0,0.0,0.80849124,0.4799203648649233,0.20808731
1981-06-10,27.37438606,23.04589547,0.30000001,1.5210788969040827,0.22193627
1981-06-11,31.96357887,34.86961472,0.64371931,3.779962011465548,2.01158057
1981-06-12,1.68070175,2.18603514,0.8214737,3.182133470379429,0.86329871
1981-06-13,0.8108772,1.35964915,0.40210527,2.371568234525129,0.48911567
1981-06-14,7.87733329,7.95073701,0.43375439,2.306210314545339,0.40006738
1981-06-15,12.56547355,13.59396514,0.7897544,2.92670361482948,1.00953678
1981-06-16,0.23312281,0.0,1.26638603,2.1905896842420107,0.5943571
1981-06-17,0.0,0.0,0.80000001,1.6131998316033451,0.43638125
1981-06-18,0.0,0.0,0.63108773,1.1896918068735614,0.3671954
1981-06-19,0.0,0.0,0.87536844,0.8791006952906031,0.3267041
1981-06-20,0.0,0.0,1.20000005,0.6512534659434227,0.29486805
1981-06-21,0.0,0.0,0.5,0.4840392891803354,0.27623751
1981-06-22,0.41228071,0.41494737,0.64407018,0.3688764568870251,0.26848007
1981-06-23,7.54694732,8.20435102,0.49382457,0.5182651857511373,0.27317209
1981-06-24,7.56680706,6.23480711,0.38470176,0.6533720322156497,0.43730769
1981-06-25,63.11978982,67.49972032,0.2585965,9.564810357793844,2.58968276
1981-06-26,42.6809827,43.45579013,0.47592983,16.877218225954717,9.20912409
1981-06-27,37.28063163,39.47894821,0.49389474,21.224095643182828,12.3998877
1981-06-28,14.37087728,14.28785982,0.66442105,19.089057040768303,6.59865244
1981-06-29,1.33943859,0.97298247,0.92792985,14.222860148917023,3.46024705
1981-06-30,0.0,0.0,1.02140352,10.358019409248366,2.15884054
1981-07-01,2.57614035,3.13389479,0.49908773,7.6336787557099,1.65091802
1981-07-02,8.49621062,9.12961421,0.63684212,6.119082951408106,1.81336047
1981-07-03,13.97242097,13.73003539,0.38491229,6.454371275369033,1.82922796
1981-07-04,28.91270168,31.24231604,0.45284211,10.675655351415104,4.57810219
1981-07-05,14.97045601,14.82610546,0.57845616,11.20759132930991,6.16878158
1981-07-06,2.71768424,3.6689825,0.35235089,8.715966404441762,3.2953397
1981-07-07,6.4233684,6.94161405,0.65024562,7.164969647654346,3.06260528
1981-07-08,1.60224561,1.81122809,0.32982457,5.285112495328317,2.21955924
1981-07-09,2.68231579,1.33445616,1.04371931,3.951539680087633,2.01640932
1981-07-10,0.97501755,1.22112282,1.29459656,2.9132008537587075,1.65772038
1981-07-11,1.46035087,0.34912281,0.42336843,2.1681243911245502,1.44727681
1981-07-12,7.87115782,8.2155791,0.67466668,1.9483563849197056,1.54042392
1981-07-13,1.30757895,1.90035092,0.5383158,1.4798868322848675,1.37315272
1981-07-14,0.1,0.22407018,0.90000004,1.0878198000191786,1.21495227
1981-07-15,0.0,0.0,0.95642107,0.7998486436357861,1.04925884
1981-07-16,0.0,0.0,1.05929826,0.5897802872619938,0.9579562
1981-07-17,0.0,0.0,1.28252638,0.4364932441523217,0.88660022
1981-07-18,0.0,0.0,1.27719305,0.3245916174822171,0.81752386
1981-07-19,0.02196491,0.0,1.24210532,0.2432011206849221,0.76733296
1981-07-20,2.70210526,0.55228071,0.40568422,0.2660636755772403,0.73910444
1981-07-21,33.35775435,39.2967726,0.35242106,2.3802226994842712,1.07951993
1981-07-22,49.24063155,54.2357901,0.59207019,11.875910820070777,12.44719259
1981-07-23,17.05192995,17.35410557,0.9817544,13.01162462409623,7.24654688
1981-07-24,35.78315793,37.95607111,0.75200001,17.263507167455,5.87366648
1981-07-25,8.17964921,7.30428079,0.69607018,14.694439609490082,10.16336328
1981-07-26,5.50582459,6.02596503,0.82849125,11.612361315784428,4.82846715
1981-07-27,5.88631576,6.69207027,0.72561405,9.172194026505496,4.06614262
1981-07-28,1.52940353,1.37164914,0.49487719,6.752974538270658,2.89042673
1981-07-29,25.97859652,28.77978989,0.63171931,9.44018024839388,5.59118473
1981-07-30,0.54877193,0.93221055,1.25719304,7.146981444686015,4.61782706
1981-07-31,0.0,0.0,1.10322809,5.212140871146769,3.04261651
1981-08-01,0.0,0.0,0.7488421,3.802875959579225,2.47603313
1981-08-02,0.49396491,0.16835088,0.52877194,2.790750794438388,2.10561482
1981-08-03,12.79810529,10.47929844,0.31522808,2.6253283646860064,1.96929534
1981-08-04,34.95859702,44.3967724,0.74764914,8.418210719849663,6.31555306
1981-08-05,2.1131228,2.06147374,1.5,6.905322884458713,5.71715328
1981-08-06,3.20245613,2.75859652,1.55508774,5.266600823169688,3.41145424
1981-08-07,0.01361404,0.0114386,1.767579,3.8436059446600055,2.73733857
1981-08-08,0.90477194,0.31971931,0.7191579,2.834725983487983,2.25612858
1981-08-09,24.49487702,19.48764949,0.75600002,5.107157470711538,3.57695115
1981-08-10,9.77031577,16.7171933,1.14989477,5.721712386152329,4.52231892
1981-08-11,0.40694737,0.11578948,1.08771932,4.217016888410876,2.99952274
1981-08-12,0.0,0.0,1.06463159,3.076154790251661,2.45139248
1981-08-13,9.49866669,9.40308788,1.22919302,2.8547191716520453,2.5717434
1981-08-14,8.60498249,10.16378954,0.608,3.0801951238230303,2.60308815
1981-08-15,17.96000007,16.81985997,1.17466671,5.4260476146778345,5.85120719
1981-08-16,0.06491228,0.11375439,1.31480705,4.037014366833112,3.52125211
1981-08-17,1.53249122,1.66273688,1.11410529,3.0092821843382103,2.83048849
1981-08-18,16.79887729,16.35136859,1.14224565,4.343667212057016,3.82492981
1981-08-19,10.26631565,10.44582478,0.65515791,5.001511180204103,3.82653004
1981-08-20,8.13768419,6.85171947,1.79038599,4.974904879362286,4.23450309
1981-08-21,18.66421083,18.34442117,1.09684214,6.9986590735597,4.07568782
1981-08-22,4.85417549,5.06905276,0.65543861,5.983318298165792,6.07425604
1981-08-23,5.79873682,4.76343869,2.28715791,5.116559349869228,4.88138686
1981-08-24,0.0,0.0,2.30238592,3.733050547869471,3.60030882
1981-08-25,0.0,0.0,2.15536851,2.725366442778725,2.98691746
1981-08-26,3.50098249,2.34070181,1.29277196,2.1269246661218304,2.59017687
1981-08-27,25.31256138,22.2452638,1.96175443,4.44040709363591,4.92397529
1981-08-28,3.1960702,2.92252636,1.33235092,3.8110969594767377,3.62672656
1981-08-29,0.81354386,0.4837193,1.08470178,2.8224838444365243,2.65858226
1981-08-30,0.2682807,0.34477194,1.52028071,2.073276622172864,2.38820887
1981-08-31,6.25536837,5.4623159,1.35052632,1.8123271852445864,2.3267041
1981-09-01,0.25326316,0.01663158,1.50063158,1.335544495651951,2.16869736
1981-09-02,1.50161403,3.01094742,1.36336844,1.0339617892549289,1.88186412
1981-09-03,0.22407018,0.15642106,1.63326319,0.7669841489563567,1.80074396
1981-09-04,0.33101755,0.62533334,1.8863158,0.5741203608806327,1.69448624
